Record #,Label_UPC,Nielsen  Item Rank UPC,Nieslen Category,Label Description,Brand,Manufacturer,Country,Package Size,Package Size UofM,Number of Units,Storage Type,Storage Statements,Collection Date,Health Claims,Nutrient Claims,Other Package Statements,Suggested  Use/Directions,Ingredients,Multipart ?,Nutrition Facts Table,Common Household Measure,Per Serving Amount,Per Serving UofM,Per Serving Amount as PPD,Per Serving Amount As PPD UofM,PerServing Energy (kcal),Per Serving Energy (kcal) as PPD,PerServing Energy (kJ),PerServing Energy (kJ) as PPD,Fat PerServing (g),Fat % DV ,Fat % DV as PPD,Fat (Saturated) PerServing (g),Fat (Trans) PerServing (g),Fat (Saturated + Trans) % DV,Fat (Saturated + Trans) % DV as PPD,Fats (Polyunsaturated) PerServing (g),Fats (Omega-6 Polyinsaturated) PerServing (g),Fats (Omega-3 Polyinsaturated) PerServing (g),Fats (Monounsaturated) PerServing (g),Carbohydrates PerServing  (g),Carbohydrates % DV ,Carbohydrates % DV as PPD , Fibre PerServing (g),Fibre % DV ,Fibre % DV as PPD,Fibre (soluble) PerServing (g),Fibre (insoluble)PerServing (g),Sugar (Total) PerServing (g),Sugar (Total) % DV,Sugar (Total) % DV as PPD,Sugar (Alchols) PerServing (g),Starch  PerServing (g), Protein PerServing (g),Cholesterol PerServing  (mg),Cholesterol % DV,Cholesterol % DV as PPD, Sodium PerServing (mg), Sodium % DV, Sodium % DV as PPD,Potassium PerServing (mg),Potassium % DV,Potassium % DV as PPD,Calcium PerServing (mg),Calcium  % DV,Calcium  % DV as PPD,Iron PerServing (mg),Iron % DV,Iron % DV as PPD,Vitamin A PerServing (um),Vitamin A % DV,Vitamin A % DV as PPD,Vitamin C PerServing (mg),Vitamin C % DV,Vitamin C % DV as PPD,Vitamin D PerServing (um),Vitamin D % DV,Vitamin D % DV as PPD,Vitamin E PerServing (mg),Vitamin E % DV,Vitamin E % DV as PPD,Vitamin K PerServing (ug),Vitamin K % DV,Vitamin K % DV as PPD,Thiamine PerServing (mg),Thiamine % DV,Thiamine % DV as PPD,Riboflavin PerServing (mg),Riboflavin % DV,Riboflavin % DV as PPD,Niacin PerServing (mg),Niacin % DV,Niacin % DV as PPD,Vitamin B6 PerServing (mg),Vitamin B6 % DV,Vitamin B6 % DV as PPD,Folate PerServing (ug),Folate % DV,Folate % DV as PPD,Vitamin B12 PerServing (ug),Vitamin B12 % DV,Vitamin B12 % DV as PPD,Biotin PerServing (ug),Biotin % DV,Biotin % DV as PPD,Choline PerServing (mg),Choline % DV,Choline % DV as PPD,Pantothenate PerServing (mg),Pantothenate % DV,Pantothenate % DV as PPD,Phosphorus PerServing (mg),Phosphorus % DV,Phosphorus % DV as PPD,Iodide PerServing (ug),Iodide % DV,Iodide % DV as PPD,Magnesium PerServing (mg),Magnesium % DV,Magnesium % DV as PPD,Zinc PerServing (mg),Zinc % DV,Zinc % DV as PPD,Selenium PerServing (ug),Selenium % DV,Selenium % DV as PPD,Copper PerServing (mg) ,Copper % DV,Copper % DV as PPD,Manganese PerServing (mg),Manganese % DV,Manganese % DV as PPD,Chromium PerServing (ug),Chromium % DV,Chromium % DV as PPD,Molybdenum PerServing (ug),Molybdenum % DV,Molybdenum % DV as PPD,Chloride PerServing (mg),Chloride % DV,Chloride % DV as PPD,Per Serving Amount in Grams,Per Serving Amount in Grams as PPD,Comment,Source,Product Description
59,06143238,6140000032,SOUP,Bovril Instant Bouillon Beef 16 Sachets 80 g,Bovril,"Unilever Canada
Toronto Ontario M4W 3R2",,80,g,,Ambient,,2016-04-07,,,"May Contain Wheat
May Contain Milk
Contains Sulphur Dioxide/Sulphites
Contains Soya","Flavourful usage ideas!
To enhance your soups, sauces & stews:
Just follow the directions below and use in your favourite recipes.

As a savoury hot drink :
Dissolve 1 sachet in a mug of boiling water.

For flavourful rice:
Use 2 sachets for each cup of uncooked rice, just add to cooking water.

Directions: Dissolve 1 sachet in 3/4 cup (175 mL) boiling water or sprinkle directly into foods while cooking.","Salt,Corn syrup solids,Hydrolyzed soy & corn protein,Sugar,Monosodium glutamate,Colour,Yeast extract,Onion powder,Sunflower oil,Citric acid,Calcium silicate,Maltodextrin,Disodium guanylate,Disodium inosinate,Dextrose,Flavour,Beef extract,Beef fat,Spice,Sulphites",,"Per 1 sachet (5.3 g) About 3/4 cup (175 mL) prepared
Calories: 10,Fat : 0 g,Saturated: 0 g,+ Trans: 0 g,Cholesterol : 0 mg,Sodium : 890 mg,Carbohydrate : 2 g,Fibre : 0 g,Sugars : 1 g,Protein : 0.4 g,Vit A,Vit C,Calcium,Iron

% Daily Value
Calories,Fat : 0 %,Saturated: 0 %,+ Trans,Cholesterol : 0 %,Sodium : 37 %,Carbohydrate : 1 %,Fibre : 0 %,Sugars ,Protein ,Vit A: 0 %,Vit C: 0 %,Calcium: 0 %,Iron: 0 %",Per 1 sachet ,5.3,g,,,10,,,,0,0,,0,0,0,,,,,,2,1,,0,0,,,,1,,,,,0.4,0,,,890,37,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,191,,Nielsen,
60,06146235,6140000062,SOUP,Bovril Instant Bouillon Chicken 16 Sachets 80 g,Bovril,"Unilever Canada
Toronto Ontario M4W 3R2",,80,g,,Ambient,,2016-04-13,,,"May Contain Wheat
May Contain Milk
Contains Sulphur Dioxide/Sulphites
May Contain Soya","Flavourful usage ideas!
To enhance your soups, sauces & stews:
Just follow the directions below and use in your favourite recipes.

As a savoury hot drink :
Dissolve 1 sachet in a mug of boiling water.

For flavourful rice:
Use 2 sachets for each cup of uncooked rice, just add to cooking water.

Directions: Dissolve 1 sachet in 3/4 cup (175 mL) boiling water or sprinkle directly into foods while cooking.","Corn syrup solids,Salt,Hdyrolyzed corn protein,Monosodium glutamate,Yeast extract,Onion and garlic powder,Chicken fat,Calcium silicate,Colour,Citric acid,Dried parsley,Disodium guanylate,Disodium inosinate,Flavour,Spice",,"Per 1 sachet (5 g) About 3/4 cup (175 mL) prepared
Calories: 10,Fat : 0 g,Saturated: 0 g,+ Trans: 0 g,Cholesterol : 0 mg,Sodium : 840 mg,Carbohydrate : 2 g,Fibre : 0 g,Sugars : 1 g,Protein : 0.3 g,Vit A,Vit C,Calcium,Iron

% Daily Value
Calories,Fat : 0 %,Saturated: 0 %,+ Trans,Cholesterol : 0 %,Sodium : 35 %,Carbohydrate : 1 %,Fibre : 0 %,Sugars ,Protein ,Vit A: 0 %,Vit C: 0 %,Calcium: 0 %,Iron: 0 %",Per 1 sachet ,5,g,,,10,,,,0,0,,0,0,,,,,,,2,1,,0,0,,,,1,,,,,0.3,0,,,840,35,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,194,,Nielsen,
61,061400000281,6140000028,BOUILLON_PRODUCTS,Bovril Bouillon Concentrate Beef 500 ml,Bovril,"Unilever Canada
Toronto Ontario M4W 3R2",,500,mL,,Ambient,,2016-04-13,,,May Contain Milk,"Directions: Shake well. For broth, add 2 tsp (10 mL) to 1 cup (250 mL) boiling water.","Water,Salt,Hydrolyzed soy,Corn & wheat protein,Colour,Yeast extract (barley, oats),Monosodium glutamate,Modified corn starch,Sugar,Artificial & natural flavour,Beef extract,Maltodextrin,Spices,Wheat flour,Silicon dioxide,Dimethylpolysiloxane and sulphites,Sulphites",,"Per 2 tsp (10 mL)
Calories: 10,Fat : 0 g,Sodium : 1070 mg,Carbohydrate : 1 g,Protein : 1 g,Not a significant source of saturated fat, trans fat, cholesterol, fibre, sugars, vitamin A, vitamin C, calcium or iron.

% Daily Value
Calories,Fat : 0 %,Sodium : 45 %,Carbohydrate : 1 %,Protein ,Not a significant source of saturated fat, trans fat, cholesterol, fibre, sugars, vitamin A, vitamin C, calcium or iron.",Per 2 tsp ,10,mL,,,10,,,,0,0,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,1070,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,"Not a significant source of saturated fat, trans fat, cholesterol, fibre, sugars, vitamin A, vitamin C, calcium or iron. ",Nielsen,
62,061400422519,6140042251,SOUP,Bovril Bouillon Mix Chinese Fondue 142 g,Bovril,,,142,g,,Ambient,,2016-04-13,,,"May Contain Milk
Ready in 5 minutes
35 calories/ 12 g","Directions: In a saucepan bring 6 cups (1.5 L) water to a boil; stir in contents of can. Reduce heat and simmer 5 minutes. Add red or white wine to taste; transfer to fondue pot.

Tomato Fondue Dip
Stir together ½ cup (125 mL) Hellmann's® Real Mayonnaise, ? cup (75 mL) chili sauce, a few dashes of Worchestershire sauce and a chopped green onion. Makes ½ cup (125 mL).","Corn syrup solids,Dried vegetables (onions, tomatoes, garlic, beet),Hydrolyzed soy/corn/wheat protein,Salt,Monosodium glutamate,Hydrogenated soybean oil,Modified corn starch,Wheat flour,Sugar,Dextrose,Chip seasoning,Spices,Yeast extract (barley),Natural and artificial flavour,Colour,Beef fat,Citric acid,Calcium silicate,Silicon dioxide,Dried parsley and sulphites",,"Per 1/12 container (12 g)
Calories: 35,Fat: 0.5 g,Saturated: 0.2 g,+ Trans: 0.2 g,Cholesterol: 0 mg,Sodium: 1150 mg,Carbohydrate: 6 g,Fibre: 0 g,Sugars: 2 g,Protein: 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat: 1 %,Saturated: 2 %,+ Trans,Cholesterol: 0 %,Sodium: 48 %,Carbohydrate: 2 %,Fibre: 0 %,Sugars,Protein,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 2 %,Iron: 2 %",Per 1/12 container ,12,g,,,35,,,,0.5,1,,0.2,0.2,2,,,,,,6,2,,0,,,,,2,,,,,1,0,0,,1150,48,,,,,,2,,,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,127,fondues were excluded in 2010 analysis,Nielsen,
63,06146536,6140000065,SOUP,Bovril Bouillon Concentrate Chicken 250 ml,Bovril,"Prepared for
Uniliver Canada
Toronto Ontario M4W 3R2",United States,250,mL,,Ambient,,2016-04-13,,,"May Contain Wheat
May Contain Milk
May Contain Sulphur Dioxide/Sulphites
May Contain Soya
5% less salt than regular Bovrill chicken concentrate
15 calories/10 ml","Directions: Shake well. For broth, add 2 tsp (10 mL) to 1 cup (250 mL) boiling water.","Water,Salt,Corn syrup solids,Monosodium glutamate,Dehydrated mechanically separated cooked chicken,Sugar,Modified corn starch,Yeast extract (barley),Dehydrated chicken broth,Dehydrated parsley,Colour,Xanthan gum,Flavour,Spice & spice extracts",,"Per 2 tsp (10 mL)
Calories: 15,Fat : 0 g,Cholesterol : 5 mg,Sodium : 0.71 g,Carbohydrate : 2 g,Sugars : 1 g,Protein: 0.4 g,Not significant source of saturated fat, trans fat, fibre, vitamin A, vitamin C, calcium or iron.

% Daily Value
Calories,Fat : 0 %,Cholesterol : 2 %,Sodium : 30 %,Carbohydrate : 1 %,Sugars ,Protein,Not significant source of saturated fat, trans fat, fibre, vitamin A, vitamin C, calcium or iron.",Per 2 tsp ,10,mL,,,15,,,,0,0,,,,,,,,,,2,1,,,,,,,1,,,,,0.4,5,2,,710,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,"Not a significant source of saturated fat, trans fat, cholesterol, fibre, vitamin A, vitamin C, calcium or iron. ",Nielsen,
64,061400000588,6140000058,SOUP,Bovril Bouillon Concentrate Chicken 500 ml,Bovril ,"Prepared for:
Unilever Canada
Toronto Ontario M4W 3R2",United States,500,mL,,Ambient,,2016-04-13,,,"May Contain Wheat
May Contain Milk
May Contain Sulphur Dioxide/Sulphites
May Contain Soya","Directions: Shake Well. For broth, add 2 tsp (10 mL) to 1 cup (250 mL) boiling water.","Water,Salt,Monosodium glutamate,Corn syrup solids,Dehydrated mechanically separated cooked chicken,Sugar,Modified corn starch,Yeast extract (barley),Dehydrated chicken broth,Dehydrated parsley,Colour,Xanthan gum,Flavour,Spice & spice extracts",,"Per 2 tsp (10 mL)
Calories: 15,Fat : 0 g,Cholesterol : 5 mg,Sodium : 970 mg,Carbohydrate : 2 g,Sugars : 1 g,Protein : 4 g,Not a significant source of saturated fat, trans fat, fibre, vitamin A, vitamin C, calcium or iron.

% Daily Value
Calories,Fat : 0 %,Cholesterol : 2 %,Sodium : 40 %,Carbohydrate : 1 %,Sugars ,Protein ,Not a significant source of saturated fat, trans fat, fibre, vitamin A, vitamin C, calcium or iron.",Per 2 tsp ,10,mL,,,15,,,,0,0,,,,,,,,,,2,1,,,,,,,1,,,,,0.4,5,2,,970,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,"Not a significant source of saturated fat, trans fat, cholesterol, fibre, vitamin A, vitamin C, calcium or iron. ",Nielsen,
65,773321474705,77332147470,LUNCHEON_MEAT_EXACT_WEIGHT,Brandt Sausage Kolbassa 250 g,Brandt,"G. Brandt Meat Packers Limited
Mississauga Ont. L4X 1K1
Canada",,250,g,,Chill,Keep refrigerated,2016-03-24,,,Gluten-free,,"Pork,Water,Salt,Spices,Corn syrup solids,Dextrose,Sodium phosphate,Sodium diacetate,Sodium erythorbate,Sodium nitrite,Smoke",,"Per 1 piece 3cm (55 g)
Calories: 80,Fat: 3.5 g,Saturated: 1.5 g,+ Trans: 0.1 g,Cholesterol: 30 mg,Sodium: 470 mg,Carbohydrate: 1 g,Fibre: 0 g,Sugars: 1 g,Protein: 10 g,Vitamin A,Vitamin C,Calcium,Iron,* DV = Daily Value

* DV*
Calories,Fat: 5 %,Saturated: 8 %,+ Trans,Cholesterol: 10 %,Sodium: 20 %,Carbohydrate: 0 %,Fibre: 0 %,Sugars,Protein,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 4 %,* DV = Daily Value",Per 1 piece 3cm ,55,g,,,80,,,,3.5,5,,1.5,0.1,8,,,,,,1,0,,0,0,,,,1,,,,,10,30,10,,470,20,,,,,,0,,,4,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,Nielsen,
66,7.73321E+11,77332146150,LUNCHEON_MEAT_EXACT_WEIGHT,Brandt Sausage Polish 300 g,Brandt,"G. Brandt Meat Packers Limited
Mississauga Ont. L4X 1K1
Canada",,300,g,,Chill,Keep Refrigerated,2016-03-24,,,Gluten free,,"Pork,Mechanically separated turkey and/or chicken,Beef,Water,Salt,Modified potato starch,Modified corn starch,Sodium diacetate,Spice and spice extracts,Sodium phosphate,Corn syrup solids,Dextrose,Sodium erythorbate,Sodium nitrite",,"Per 2cm sausage (55 g)
Calories: 140,Fat: 10 g,Saturated: 4 g,+ Trans: 0 g,Cholesterol: 40 mg,Sodium: 410 mg,Carbohydrate: 3 g,Fibre: 0 g,Sugars: 0 g,Protein: 9 g,Vitamin A,Vitamin C,Calcium,Iron,* DV = Daily Value

% DV*
Calories,Fat: 15 %,Saturated: 20 %,+ Trans,Cholesterol: 13 %,Sodium: 17 %,Carbohydrate: 1 %,Fibre: 0 %,Sugars,Protein,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 2 %,Iron: 4 %,* DV = Daily Value",Per 2cm sausage ,55,g,,,140,,,,10,15,,4,0,20,,,,,,3,1,,0,0,,,,0,,,,,9,40,13,,410,17,,,,,,2,,,4,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,Nielsen,
67,077400124636,7740012463,LUNCHEON_MEAT_EXACT_WEIGHT,Buddig Ham Honey 55 g,Buddig,"Carl Buddig & Company
South Holland Illinois 60473",United States,55,g,,Chill,"Keep refrigerated.
Use within 7 days of opening.",2016-04-13,,,"90 calorie pack 0g trans fat per 55g serving
Smoked, sliced, chopped, pressed, cooked
17% meat protein
Gluten free",,"Ham,Water,Honey,Spice mix (salt, potassium lactate, dextrose, sodium phosphate, flavourings [sodium diacetate, flavouring], sodium erythorbate, carrageenan, sodium nitrite, smoke)",,"Per 10 slices (55 g)
Calories: 90,Fat: 5 g,Saturated: 2 g,+ Trans: 0 g,Cholesterol: 35 mg,Sodium: 590 mg,Carbohydrate: 2 g,Fibre: 0 g,Sugars: 2 g,Protein: 9 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat: 8 %,Saturated: 10 %,+ Trans,Cholesterol,Sodium: 25 %,Carbohydrate: 1 %,Fibre: 0 %,Sugars,Protein,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 6 %",Per 10 slices ,55,g,,,90,,,,5,8,,2,0,10,,,,,,2,1,,0,0,,,,2,,,,,9,35,,,590,25,,,,,,0,,,6,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,Nielsen,
68,063211104134,6321110413,SOUP,Campbell's Ready to Serve Soup Classic Chicken Noodle 540 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",Canada,540,mL,,Ambient,Refrigerate unused portions promptly,2016-04-13,,,"Seasoned all-white chicken with twisted noodles
No artificial colours or flavours","Do not add water. : General : Cooking Instructions
Microwave: Heat, covered in a microwaveable bowl on High for 2-4 minutes. Stir before serving. : From Ambient : Microwave
Stove Top: Heat and serve. : From Ambient : Hob","Chicken broth (water, chicken stock),Carrots,Seasoned chicken (soy),Egg noodles (wheat flour, whole egg, egg white),Celery,Modified corn starch,Flavour,Chicken fat,Salt,Monosodium glutamate,Yeast extract,Potassium chloride (salt substitute),Onion powder,Spices,Parsley flakes,Dehydrated garlic,Beta carotene",,"Per 250 mL
Calories: 100,Fat: 3 g,Saturated: 0.5 g,+ Trans: 0 g,Cholesterol: 15 mg,Sodium: 830 mg,Carbohydrate: 13 g,Fibre: 1 g,Sugars: 2 g,Protein: 5 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat: 5 %,Saturated: 3 %,+ Trans,Cholesterol,Sodium: 35 %,Carbohydrate: 4 %,Fibre: 4 %,Sugars,Protein,Vitamin A: 8 %,Vitamin C: 0 %,Calcium: 2 %,Iron: 6 %",Per 250 mL,250,mL,,,100,,,,3,5,,0.5,0,3,,,,,,13,4,,1,4,,,,2,,,,,5,15,,,830,35,,,,,,2,,,6,,,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,Nielsen,
69,063211149821,6321114982,SOUP,Campbell's Soup at Hand Chicken with Mini-Pasta 284 ml,Campbell's,"Prepared for
Cambell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",United States,284,mL,,Ambient,,2016-04-13,,Low in fat,"70 calories†
Per serving
†As part of healthy eating, this food may assist in achieving and maintaining a healthy body weight because it is 70 calories per 284 mL serving.","Ready to use - Do not dilute
Microwave Directions: Shake Before Opening
Microwave ovens vary. Time given is approximate.
Uneven microwave heating may cause popping, movement of the cup and/or splattering.
1. Pull SipLip™ cap to remove: set aside. Do not heat with SipLip™ cap on.
2. Pull tab to remove metal lid and discard. Remaining metal rim is microwavable.
3. Microwave uncovered on High 1 min. 15 sec.
(For Convenience Store [1700 watt] oven, microwave uncovered on High 45 sec.)
4. Careful, leave in microwave for 1 min.
5. Stir thoroughly for even soup temperature.
6. Replace SipLip™ cap. Enjoy! : From Ambient : Microwave","Chicken broth (water, chicken stock),Carrots,Egg noodle (wheat flour, egg white, whole egg),Seasoned chicken (soy),Celery,Yeast extract,Salt,Flavour,Chicken fat,Xanthan gum,Glucose-fructose,Onion powder,Spices,Locust bean gum,Parsley flakes,Beta carotene,Garlic powder",,"per container (284 mL)
Calories: 70,Fat : 1.5 g,Saturated: 0.5 g,+ Trans : 0 g,Cholesterol : 10 mg,Sodium : 850 mg,Carbohydrate : 10 g,Fibre : 2 g,Sugars : 2 g,Protein : 3 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 2 %,Saturated: 3 %,+ Trans ,Cholesterol ,Sodium : 35 %,Carbohydrate : 3 %,Fibre : 8 %,Sugars ,Protein ,Vitamin A: 10 %,Vitamin C: 4 %,Calcium: 2 %,Iron: 4 %",Per container,284,mL,,,70,,,,1.5,2,,0.5,0,3,,,,,,10,3,,2,8,,,,2,,,,,3,10,,,850,35,,,,,,2,,,4,,,10,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,Nielsen,
70,063211137361,6321113736,SOUP,Campbell's Soup at Hand Garden Tomato 284 ml,Campbell's,"Prepared for
Cambell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",United States,284,mL,,Ambient,,2016-04-13,,Fat Free,"120 calories†
Per serving
†As part of healthy eating, this food may assist in acheiving and maintaining a healthy body weight because it is 120 calories per per 284 mL serving.","Ready to use - Do not dilute
Microwave Directions: Shake Before Opening
Microwave ovens vary. Time given is approximate.
Uneven microwave heating may cause popping, movement of the cup and/or splattering.
1. Pull SipLip™ cap to remove: set aside. Do not heat with SipLip™ cap on.
2. Pull tab to remove metal lid and discard. Remaining metal rim is microwavable.
3. Microwave uncovered on High 1 min. 15 sec.
(For Convenience Store [1700 watt] oven, microwave uncovered on High 45 sec.)
4. Careful, leave in microwave for 1 min.
5. Stir thoroughly for even soup temperature.
6. Replace SipLip™ cap. Enjoy! : From Ambient : Microwave","Water,Tomato paste,Glucose-fructose,Wheat flour,Salt,Citric acid,Ascorbic acid,Spices",,"per container (284 mL)
Calories: 120,Fat : 0 g,Saturated: 0 g,+ Trans : 0 g,Cholesterol : 0 mg,Sodium : 780 mg,Carbohydrate : 27 g,Fibre : 2 g,Sugars : 18 g,Protein : 3 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 0 %,Saturated: 0 %,+ Trans ,Cholesterol ,Sodium : 33 %,Carbohydrate : 9 %,Fibre : 8 %,Sugars ,Protein ,Vitamin A: 6 %,Vitamin C: 100 %,Calcium: 2 %,Iron: 2 %",Per container,284,mL,,,120,,,,0,0,,0,0,0,,,,,,27,9,,2,8,,,,18,,,,,3,0,,,780,33,,,,,,2,,,2,,,6,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,Nielsen,
71,063211169652,6321116965,SOUP,Campbell's Organic Free Range Chicken Broth 900 ml,Campbell's,"Campbell Company Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",Canada,900,mL,,Ambient,Store unopened carton at room temperature. Promptly refrigerate after each use. Use within 14 days after opening. Do not microwave package.,2016-04-06,,Fat Free,"Organic
No artificial colours or flavours
30% less sodium than our regular ready to use variety","Ready to use - Do not dilute
Microwave Directions: Shake Before Opening
Microwave ovens vary. Time given is approximate.
Uneven microwave heating may cause popping, movement of the cup and/or splattering.
1. Pull SipLip™ cap to remove: set aside. Do not heat with SipLip™ cap on.
2. Pull tab to remove metal lid and discard. Remaining metal rim is microwavable.
3. Microwave uncovered on High 1 min. 15 sec.
(For Convenience Store [1700 watt] oven, microwave uncovered on High 45 sec.)
4. Careful, leave in microwave for 1 min.
5. Stir thoroughly for even soup temperature.
6. Replace SipLip™ cap. Enjoy! : From Ambient : Microwave","Chicken broth* (water, free range chicken stock*),Sea salt,Vegetables* (carrots*, onions*,celery*),Chicken flavour*(wheat*),Dextrose*,Yeast extract*,Cane juice*,Dehydrated onions*,Salt ,Canola oil*,Molasses*,Dehydrated carrots*,Turmeric*,Potato flour*,Vegetable flavours (mustard),Rosemary extract,Black pepper* and black pepper oil*  ,*Organic",,"Per 2/3 cup (150 mL)
Calories: 10,Fat : 0 g,Saturated: 0 g,+Trans: 0 g,Cholesterol: 0 mg,Sodium : 380 mg,Potassium : 25 mg,Carbohydrate : 1 g,Fibre : 0 g,Sugars: 0 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 0 %,Saturated: 0 %,+Trans,Cholesterol,Sodium : 16 %,Potassium : 1 %,Carbohydrate : 1 %,Fibre : 0 %,Sugars,Protein ,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 0 %",Per 2/3 cup ,150,mL,,,10,,,,0,0,,0,0,0,,,,,,1,1,,0,0,,,,0,,,,,1,0,,,380,16,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,Nielsen,
72,063211021479,6321102147,SOUP,Campbell's Condensed Soup Hearty Favourites Golden Mushroom 284 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",,284,mL,,Ambient,Refrigerate unused portions promptly.,2016-04-13,,Low in Fat,No artificial colours or flavours,"Directions: Empty soup into saucepan and slowly add one full can of water, stirring constantly. Heat, stirring often. Season to your personal preference. : From Ambient : Hob","Beef broth (water, beef stock),Mushrooms,Wheat flour,Tomato paste,Modified corn starch,Canola or soybean oil,Sauterne wine,Salt,Yeast extract,Monosodium glutamate,Hydrolyzed protein (soy, corn, wheat),Spices,Beta carotene,Caramel",,"Per 125 mL / 250 mL prepared
Calories: 80 ,Fat : 3 g,Saturated: 0.4 g,+ Trans : 0 g,Cholesterol : 0 mg,Sodium : 820 mg,Carbohydrate : 12 g,Fibre : 2 g,Sugars : 1 g,Protein : 2 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 5 %,Saturated: 2 %,+ Trans ,Cholesterol ,Sodium : 34 %,Carbohydrate : 4 %,Fibre : 8 %,Sugars ,Protein ,Vitamin A: 6 %,Vitamin C: 0 %,Calcium: 2 %,Iron: 4 %",Per 125 mL 250 mL prepared,125,mL,250,mL,80,,,,3,5,,0.4,0,2,,,,,,12,4,,2,8,,,,1,,,,,2,0,,,820,34,,,,,,2,,,4,,,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,Nielsen,
